Type,Source,Destination,Size (Bytes),Alt Text,Anchor,Status Code,Status,Follow,Target,Rel,Path Type,Link Path,Link Position,Link Origin,Link mapping status,Internal contentful match,Link context summary,Replacement link,Replacement reasoning
Hyperlink,https://prd.quadient.mmt.digital/en-us/learn/accounts-receivable/how-ar-automation-affects-cash-flow,https://prd.quadient.mmt.digital/en-us/en/resources/finance-leaders-guide-mastering-accounts-receivable,0,,➜ Maximize Your AR’s Cash Flow With the Credit 2 Cash eBook,404,OK,1,,,Root-Relative,//body/main/div[@class='container-custom']/div/div/section[2]/div/h3[@id='maximize-your-ar-s-cash-flow-with-the-credit-2-cash-ebook']/a,Content,HTML,replacement suggested,,"Found on https://prd.quadient.mmt.digital/en-us/learn/accounts-receivable/how-ar-automation-affects-cash-flow with anchor ""➜ Maximize Your AR’s Cash Flow With the Credit 2 Cash eBook"" pointing to https://prd.quadient.mmt.digital/en-us/en/resources/finance-leaders-guide-mastering-accounts-receivable at //body/main/div[@class='container-custom']/div/div/section[2]/div/h3[@id='maximize-your-ar-s-cash-flow-with-the-credit-2-cash-ebook']/a targeting ""The Finance Leader's Guide to Mastering Accounts Receivable"".",https://prd.quadient.mmt.digital/en-us/ebooks-papers/finance-leaders-guide-automating-ap-and-ar,"Original 404 destination appears to target ""The Finance Leader's Guide to Mastering Accounts Receivable"". ""Finance Leader's Guide to Automating AP and AR"" is the closest new-site match. Shared topic terms include finance, leaders, leader, accounts, account. It stays within the accounts receivable area. It also matches the ebook paper intent. Signals: strong title/topic token overlap; matches downloadable resource type; matches accounts receivable topic."
Hyperlink,https://prd.quadient.mmt.digital/en-us/learn/accounts-receivable/cash-flow-statements,https://prd.quadient.mmt.digital/en-us/en/resources/finance-leaders-guide-mastering-accounts-receivable,0,,Credit 2 Cash eBook,404,OK,1,,,Root-Relative,//body/main/div[@class='container-custom']/div/div/section[2]/div/h3[@id='featured-resource-credit-2-cash-ebook']/a,Content,HTML,replacement suggested,,"Found on https://prd.quadient.mmt.digital/en-us/learn/accounts-receivable/cash-flow-statements with anchor ""Credit 2 Cash eBook"" pointing to https://prd.quadient.mmt.digital/en-us/en/resources/finance-leaders-guide-mastering-accounts-receivable at //body/main/div[@class='container-custom']/div/div/section[2]/div/h3[@id='featured-resource-credit-2-cash-ebook']/a targeting ""The Finance Leader's Guide to Mastering Accounts Receivable"".",https://prd.quadient.mmt.digital/en-us/ebooks-papers/finance-leaders-guide-automating-ap-and-ar,"Original 404 destination appears to target ""The Finance Leader's Guide to Mastering Accounts Receivable"". ""Finance Leader's Guide to Automating AP and AR"" is the closest new-site match. Shared topic terms include finance, leaders, leader, accounts, account. It stays within the accounts receivable area. It also matches the ebook paper intent. Signals: strong title/topic token overlap; matches downloadable resource type; matches accounts receivable topic."
Hyperlink,https://prd.quadient.mmt.digital/en-us/learn/accounts-receivable/cash-flow-statements,https://prd.quadient.mmt.digital/en-us/en/resources/finance-leaders-guide-mastering-accounts-receivable,0,,➜ Go Beyond Cash Flow Statements With the Credit 2 Cash eBook,404,OK,1,,,Root-Relative,//body/main/div[@class='container-custom']/div/div/section[2]/div/h3[@id='go-beyond-cash-flow-statements-with-the-credit-2-cash-ebook']/a,Content,HTML,replacement suggested,,"Found on https://prd.quadient.mmt.digital/en-us/learn/accounts-receivable/cash-flow-statements with anchor ""➜ Go Beyond Cash Flow Statements With the Credit 2 Cash eBook"" pointing to https://prd.quadient.mmt.digital/en-us/en/resources/finance-leaders-guide-mastering-accounts-receivable at //body/main/div[@class='container-custom']/div/div/section[2]/div/h3[@id='go-beyond-cash-flow-statements-with-the-credit-2-cash-ebook']/a targeting ""The Finance Leader's Guide to Mastering Accounts Receivable"".",https://prd.quadient.mmt.digital/en-us/ebooks-papers/finance-leaders-guide-automating-ap-and-ar,"Original 404 destination appears to target ""The Finance Leader's Guide to Mastering Accounts Receivable"". ""Finance Leader's Guide to Automating AP and AR"" is the closest new-site match. Shared topic terms include finance, leaders, leader, accounts, account. It stays within the accounts receivable area. It also matches the ebook paper intent. Signals: strong title/topic token overlap; matches downloadable resource type; matches accounts receivable topic."
Hyperlink,https://prd.quadient.mmt.digital/en-us/learn/accounts-receivable/accounts-receivable-best-practices,https://prd.quadient.mmt.digital/en-us/en/resources/finance-leaders-guide-mastering-accounts-receivable,0,,Credit 2 Cash eBook,404,OK,1,,,Root-Relative,//body/main/div[@class='container-custom']/div/div/section[2]/div/h3[@id='featured-resource-credit-2-cash-ebook']/a,Content,HTML,replacement suggested,,"Found on https://prd.quadient.mmt.digital/en-us/learn/accounts-receivable/accounts-receivable-best-practices with anchor ""Credit 2 Cash eBook"" pointing to https://prd.quadient.mmt.digital/en-us/en/resources/finance-leaders-guide-mastering-accounts-receivable at //body/main/div[@class='container-custom']/div/div/section[2]/div/h3[@id='featured-resource-credit-2-cash-ebook']/a targeting ""The Finance Leader's Guide to Mastering Accounts Receivable"".",https://prd.quadient.mmt.digital/en-us/ebooks-papers/finance-leaders-guide-automating-ap-and-ar,"Original 404 destination appears to target ""The Finance Leader's Guide to Mastering Accounts Receivable"". ""Finance Leader's Guide to Automating AP and AR"" is the closest new-site match. Shared topic terms include finance, leaders, leader, accounts, account. It stays within the accounts receivable area. It also matches the ebook paper intent. Signals: strong title/topic token overlap; matches downloadable resource type; matches accounts receivable topic."
Hyperlink,https://prd.quadient.mmt.digital/en-us/learn/accounts-receivable/accounts-receivable-best-practices,https://prd.quadient.mmt.digital/en-us/en/resources/finance-leaders-guide-mastering-accounts-receivable,0,,Credit to Cash eBook,404,OK,1,,,Root-Relative,//body/main/div[@class='container-custom']/div/div/section[2]/div/p[4]/a,Content,HTML,replacement suggested,,"Found on https://prd.quadient.mmt.digital/en-us/learn/accounts-receivable/accounts-receivable-best-practices with anchor ""Credit to Cash eBook"" pointing to https://prd.quadient.mmt.digital/en-us/en/resources/finance-leaders-guide-mastering-accounts-receivable at //body/main/div[@class='container-custom']/div/div/section[2]/div/p[4]/a targeting ""The Finance Leader's Guide to Mastering Accounts Receivable"".",https://prd.quadient.mmt.digital/en-us/ebooks-papers/finance-leaders-guide-automating-ap-and-ar,"Original 404 destination appears to target ""The Finance Leader's Guide to Mastering Accounts Receivable"". ""Finance Leader's Guide to Automating AP and AR"" is the closest new-site match. Shared topic terms include finance, leaders, leader, accounts, account. It stays within the accounts receivable area. It also matches the ebook paper intent. Signals: strong title/topic token overlap; matches downloadable resource type; matches accounts receivable topic."
Hyperlink,https://prd.quadient.mmt.digital/en-us/learn/accounts-receivable/accounts-receivable-best-practices,https://prd.quadient.mmt.digital/en-us/en/resources/finance-leaders-guide-mastering-accounts-receivable,0,,➜ Go Beyond AR Best Practices With the Credit 2 Cash eBook,404,OK,1,,,Root-Relative,//body/main/div[@class='container-custom']/div/div/section[2]/div/h3[@id='go-beyond-ar-best-practices-with-the-credit-2-cash-ebook']/a,Content,HTML,replacement suggested,,"Found on https://prd.quadient.mmt.digital/en-us/learn/accounts-receivable/accounts-receivable-best-practices with anchor ""➜ Go Beyond AR Best Practices With the Credit 2 Cash eBook"" pointing to https://prd.quadient.mmt.digital/en-us/en/resources/finance-leaders-guide-mastering-accounts-receivable at //body/main/div[@class='container-custom']/div/div/section[2]/div/h3[@id='go-beyond-ar-best-practices-with-the-credit-2-cash-ebook']/a targeting ""The Finance Leader's Guide to Mastering Accounts Receivable"".",https://prd.quadient.mmt.digital/en-us/ebooks-papers/finance-leaders-guide-automating-ap-and-ar,"Original 404 destination appears to target ""The Finance Leader's Guide to Mastering Accounts Receivable"". ""Finance Leader's Guide to Automating AP and AR"" is the closest new-site match. Shared topic terms include finance, leaders, leader, accounts, account. It stays within the accounts receivable area. It also matches the ebook paper intent. Signals: strong title/topic token overlap; matches downloadable resource type; matches accounts receivable topic."
Hyperlink,https://prd.quadient.mmt.digital/en-us/learn/accounts-receivable/credit-management-process,https://prd.quadient.mmt.digital/en-us/en/resources/finance-leaders-guide-mastering-accounts-receivable,0,,Finance Leader’s Guide to Mastering AR,404,OK,1,,,Root-Relative,//body/main/div[@class='container-custom']/div/div/section[2]/div/h3[@id='featured-resource-finance-leader-s-guide-to-mastering-ar']/a,Content,HTML,replacement suggested,,"Found on https://prd.quadient.mmt.digital/en-us/learn/accounts-receivable/credit-management-process with anchor ""Finance Leader’s Guide to Mastering AR"" pointing to https://prd.quadient.mmt.digital/en-us/en/resources/finance-leaders-guide-mastering-accounts-receivable at //body/main/div[@class='container-custom']/div/div/section[2]/div/h3[@id='featured-resource-finance-leader-s-guide-to-mastering-ar']/a targeting ""The Finance Leader's Guide to Mastering Accounts Receivable"".",https://prd.quadient.mmt.digital/en-us/ebooks-papers/finance-leaders-guide-automating-ap-and-ar,"Original 404 destination appears to target ""The Finance Leader's Guide to Mastering Accounts Receivable"". ""Finance Leader's Guide to Automating AP and AR"" is the closest new-site match. Shared topic terms include finance, leaders, leader, accounts, account. It stays within the accounts receivable area. It also matches the ebook paper intent. Signals: strong title/topic token overlap; matches downloadable resource type; matches accounts receivable topic."
Hyperlink,https://prd.quadient.mmt.digital/en-us/learn/accounts-receivable/credit-management-process,https://prd.quadient.mmt.digital/en-us/en/resources/finance-leaders-guide-mastering-accounts-receivable,0,,Credit to Cash eBook,404,OK,1,,,Root-Relative,//body/main/div[@class='container-custom']/div/div/section[2]/div/p[13]/a,Content,HTML,replacement suggested,,"Found on https://prd.quadient.mmt.digital/en-us/learn/accounts-receivable/credit-management-process with anchor ""Credit to Cash eBook"" pointing to https://prd.quadient.mmt.digital/en-us/en/resources/finance-leaders-guide-mastering-accounts-receivable at //body/main/div[@class='container-custom']/div/div/section[2]/div/p[13]/a targeting ""The Finance Leader's Guide to Mastering Accounts Receivable"".",https://prd.quadient.mmt.digital/en-us/ebooks-papers/finance-leaders-guide-automating-ap-and-ar,"Original 404 destination appears to target ""The Finance Leader's Guide to Mastering Accounts Receivable"". ""Finance Leader's Guide to Automating AP and AR"" is the closest new-site match. Shared topic terms include finance, leaders, leader, accounts, account. It stays within the accounts receivable area. It also matches the ebook paper intent. Signals: strong title/topic token overlap; matches downloadable resource type; matches accounts receivable topic."
Hyperlink,https://prd.quadient.mmt.digital/en-us/learn/accounts-receivable/credit-management-process,https://prd.quadient.mmt.digital/en-us/en/resources/finance-leaders-guide-mastering-accounts-receivable,0,,➜ Optimize B2B credit management with the Finance Leader’s Guide to Mastering AR,404,OK,1,,,Root-Relative,//body/main/div[@class='container-custom']/div/div/section[2]/div/h3[@id='optimize-b2b-credit-management-with-the-finance-leader-s-guide-to-mastering-ar']/a,Content,HTML,replacement suggested,,"Found on https://prd.quadient.mmt.digital/en-us/learn/accounts-receivable/credit-management-process with anchor ""➜ Optimize B2B credit management with the Finance Leader’s Guide to Mastering AR"" pointing to https://prd.quadient.mmt.digital/en-us/en/resources/finance-leaders-guide-mastering-accounts-receivable at //body/main/div[@class='container-custom']/div/div/section[2]/div/h3[@id='optimize-b2b-credit-management-with-the-finance-leader-s-guide-to-mastering-ar']/a targeting ""The Finance Leader's Guide to Mastering Accounts Receivable"".",https://prd.quadient.mmt.digital/en-us/ebooks-papers/finance-leaders-guide-automating-ap-and-ar,"Original 404 destination appears to target ""The Finance Leader's Guide to Mastering Accounts Receivable"". ""Finance Leader's Guide to Automating AP and AR"" is the closest new-site match. Shared topic terms include finance, leaders, leader, accounts, account. It stays within the accounts receivable area. It also matches the ebook paper intent. Signals: strong title/topic token overlap; matches downloadable resource type; matches accounts receivable topic."
Hyperlink,https://prd.quadient.mmt.digital/en-us/learn/accounts-receivable/credit-management-strategies,https://prd.quadient.mmt.digital/en-us/en/resources/finance-leaders-guide-mastering-accounts-receivable,0,,Finance Leader’s Guide to Mastering AR,404,OK,1,,,Root-Relative,//body/main/div[@class='container-custom']/div/div/section[2]/div/h3[@id='featured-resource-finance-leader-s-guide-to-mastering-ar']/a,Content,HTML,replacement suggested,,"Found on https://prd.quadient.mmt.digital/en-us/learn/accounts-receivable/credit-management-strategies with anchor ""Finance Leader’s Guide to Mastering AR"" pointing to https://prd.quadient.mmt.digital/en-us/en/resources/finance-leaders-guide-mastering-accounts-receivable at //body/main/div[@class='container-custom']/div/div/section[2]/div/h3[@id='featured-resource-finance-leader-s-guide-to-mastering-ar']/a targeting ""The Finance Leader's Guide to Mastering Accounts Receivable"".",https://prd.quadient.mmt.digital/en-us/ebooks-papers/finance-leaders-guide-automating-ap-and-ar,"Original 404 destination appears to target ""The Finance Leader's Guide to Mastering Accounts Receivable"". ""Finance Leader's Guide to Automating AP and AR"" is the closest new-site match. Shared topic terms include finance, leaders, leader, accounts, account. It stays within the accounts receivable area. It also matches the ebook paper intent. Signals: strong title/topic token overlap; matches downloadable resource type; matches accounts receivable topic."
Hyperlink,https://prd.quadient.mmt.digital/en-us/learn/accounts-receivable/credit-management-strategies,https://prd.quadient.mmt.digital/en-us/en/resources/finance-leaders-guide-mastering-accounts-receivable,0,,➜ Optimize B2B credit management with the Finance Leader’s Guide to Mastering AR,404,OK,1,,,Root-Relative,//body/main/div[@class='container-custom']/div/div/section[2]/div/h3[@id='optimize-b2b-credit-management-with-the-finance-leader-s-guide-to-mastering-ar']/a,Content,HTML,replacement suggested,,"Found on https://prd.quadient.mmt.digital/en-us/learn/accounts-receivable/credit-management-strategies with anchor ""➜ Optimize B2B credit management with the Finance Leader’s Guide to Mastering AR"" pointing to https://prd.quadient.mmt.digital/en-us/en/resources/finance-leaders-guide-mastering-accounts-receivable at //body/main/div[@class='container-custom']/div/div/section[2]/div/h3[@id='optimize-b2b-credit-management-with-the-finance-leader-s-guide-to-mastering-ar']/a targeting ""The Finance Leader's Guide to Mastering Accounts Receivable"".",https://prd.quadient.mmt.digital/en-us/ebooks-papers/finance-leaders-guide-automating-ap-and-ar,"Original 404 destination appears to target ""The Finance Leader's Guide to Mastering Accounts Receivable"". ""Finance Leader's Guide to Automating AP and AR"" is the closest new-site match. Shared topic terms include finance, leaders, leader, accounts, account. It stays within the accounts receivable area. It also matches the ebook paper intent. Signals: strong title/topic token overlap; matches downloadable resource type; matches accounts receivable topic."
Hyperlink,https://prd.quadient.mmt.digital/en-us/learn/accounts-receivable/10-tips-for-improved-credit-management,https://prd.quadient.mmt.digital/en-us/en/resources/finance-leaders-guide-mastering-accounts-receivable,0,,Finance Leader's Guide to Mastering AR,404,OK,1,,,Root-Relative,//body/main/div[@class='container-custom']/div/div/section[2]/div/h3[@id='featured-resource-finance-leader-39-s-guide-to-mastering-ar']/a,Content,HTML,replacement suggested,,"Found on https://prd.quadient.mmt.digital/en-us/learn/accounts-receivable/10-tips-for-improved-credit-management with anchor ""Finance Leader's Guide to Mastering AR"" pointing to https://prd.quadient.mmt.digital/en-us/en/resources/finance-leaders-guide-mastering-accounts-receivable at //body/main/div[@class='container-custom']/div/div/section[2]/div/h3[@id='featured-resource-finance-leader-39-s-guide-to-mastering-ar']/a targeting ""The Finance Leader's Guide to Mastering Accounts Receivable"".",https://prd.quadient.mmt.digital/en-us/ebooks-papers/finance-leaders-guide-automating-ap-and-ar,"Original 404 destination appears to target ""The Finance Leader's Guide to Mastering Accounts Receivable"". ""Finance Leader's Guide to Automating AP and AR"" is the closest new-site match. Shared topic terms include finance, leaders, leader, accounts, account. It stays within the accounts receivable area. It also matches the ebook paper intent. Signals: strong title/topic token overlap; matches downloadable resource type; matches accounts receivable topic."
